transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt
TXN-C1EDE247B828,USR0049,1579.7699999999999818,2024-03-20T00:28:57.887412,DELHI,Delhi,Healthcare,CNP-2DC124B0,ATM,Card,81801.5,success,192.84.162.91,
TXN-0686941C99E7,USR0017,4094.680000,20240130013157,L??,Lucknow,Healthcare,DEV-881D9F5E,ATM,NetBanking,865.76,failed,192.247.66.251,
TXN-CE7963452F96,USR0030,2762.80,19/02/2024 21:02:04,LKO,mUMBAI,Education,NEW-98F73986,mobile,Card,67215.03,success,192.156.141.157,
TXN-AA4B4EC2AB2C,USR0079,1398.20,"April 24, 2024 04:02 AM",Hyderabad,hyderabad,Entertainment,CNP-6BE6D278,mobile,Wallet,119904.12,success,192.250.57.86,
TXN-9F49A5DC7BDB,USR0068,7242.57,2024-03-03T21:50:17.540672,hyd,HYDERABAD,Clothing,DEV-789650F5,web,Card,107330.78,success,192.73.147.109,
TXN-D1CD52CDA3D3,USR0062,,20240608013626,chennai,CHENNAI,Fuel,DEV-4C7E5A01,ATM,Card,,success,not_an_ip,
TXN-445F9E19FD88,USR0044,0.0,20240324221332,BLR,Bangalore,Fuel,NEW-BA7AD2AB,ATM,Card,30508.91,success,192.51.30.148,
TXN-0965CD8C1B87,USR0025,3699.570000000000,1705011992,AMD,ahmedabad,Electronics,DEV-63FAE5B7,web,UPI,10194.32,success,192.165.193.169,
TXN-4430306F719B,USR0025,8529.09,1714930382,ahmedabad,Ahmedabad,Healthcare,CNP-C59CB7DD,mobile,Wallet,10750.19,success,,
TXN-636D6C04E851,USR0024,1431.7400000000000091,01/06/2024 01:00:25,delhi,DELHI,Utilities,DEV-D11B943B,ATM,UPI,153791.85,success,192.196.192.33,
TXN-387831D58DA9,USR0025,3000.22,202401260933,Ahmedabad,Ahmedabad,Entertainment,CNP-C59CB7DD,ATM,Card,9779.0,success,,
TXN-7E0AAC98CEA3,USR0017,2005.680000000000,12/02/2024 14:18:18,LKO,Lucknow,Fuel,,ATM,Card,736.06,success,192.1.73.195,
TXN-A0A272A4CE18,USR0025,2397.68,"May 18, 2024 02:16 PM",ahmedabad,Ahmedabad,Grocery,CNP-C59CB7DD,web,Wallet,11651.75,success,192.2.101.36,
TXN-E4508CACB60F,USR0038,,18/01/2024 12:15:47,BOM,Bombay,H...,CNP-F5B7DE35,ATM,Card,5078.96,success,192.180.21.168,
TXN-5B7AFD2516ED,USR0054,16728.48,1716112521,Madras,Madras,Food & Dining,DEV-6BB77D17,web,Card,102912.01,success,192.157.248.56,
TXN-4296CE61FEC1,USR0068,4295.9200000000000728,2024-05-17T17:45:31.404875,H#,Hyderabad,Grocery,CNP-??,ATM,Card,117030.61,success,192.135.83.242,
TXN-02DB10DD92FF,USR0073,3830.97,"January 05, 2024 09:39 AM",BENGALURU,BLR,Food & Dining,DEV-EA16BFF2,ATM,Card,177046.29,success,192.37.105.172,
TXN-15CBC285105B,USR0007,,202403160145,DEL,AHMEDABAD,Food & Dining,CNP-67419E22,ATM,,187789.05,success,192.211.231.49,
TXN-5CAB06DEFF4F,USR0041,4533.5900000000001455,"May 01, 2024 05:21 PM",DEL,De...,Travel,DEV-9FF0CC43,ATM,UPI,,success,192.233.59.86,
TXN-60D24E8156DF,USR0052,₹4205,24-Mar-2024,pune,Pune,Fuel,DEV-38A2F6A1,mobile,UPI,119197.01,success,192.12.52.221,
TXN-16D2E1429CE5,USR0041,691.84,"June 04, 2024 05:24 PM",DEL,DEL,Utilities,DEV-9FF0CC43,mobile,UPI,154612.65,success,192.208.116.250,
TXN-8158A6272223,USR0041,18721.1399999999994179,202406251519,delhi,New Delhi,Electronics,DEV-9FF0CC43,ATM,Card,174594.07,success,192.196.184.45,
TXN-333209FEF2DD,USR0065,7.78,1716679347,New Delhi,Calcutta,Travel,NEW-D1D50BC6,mobile,UPI,61501.44,success,192.219.191.144,
TXN-3FE79A8698A6,USR0017,11921.22,20240530063514,luc,Singapore,Grocery,CNP-??,ATM,UPI,827.46,success,192.155.5.148,₹4887
TXN-2B5042186DF7,USR0055,,1715692346,Chennai,Chennai,Electronics,DEV-A1809503,ATM,UPI,177374.53,success,447.260.514.551,
TXN-6D3BE9892218,USR0024,3444 INR,"February 19, 2024 10:28 AM",DELHI,delhi,Food & Dining,DEV-D11B943B,ATM,Wallet,162322.43,success,192.145.223.9,
TXN-3E49101F1C06,USR0052,2334.64,1715113075,PNQ,PNQ,Travel,DEV-38A2F6A1,ATM,Wallet,95940.3,failed,192.194.38.84,
TXN-3C1A104C7BF1,USR0017,₹23959,20240416161233,LKO,Lucknow,Healthcare,DEV-881D9F5E,ATM,Card,681.06,success,192.125.196.227,
TXN-54BB29453842,USR0017,4834.780000,2024-01-18T07:15:12.550555,lucknow,LKO,Food & Dining,DEV-881D9F5E,web,UPI,661.41,success,530.250.842.924,
TXN-15658AA962D1,USR0005,3023 INR,27/05/2024 12:34:55,CCU,delhi,Food & Dining,NEW-FD294926,ATM,Wallet,30217.01,success,not_an_ip,
TXN-E8EF90B28CE5,USR0068,1942.61,30/01/2024 00:31:46,Hyderabad,kolkata,Electronics,DEV-789650F5,ATM,UPI,92611.59,success,192.211.171.98,
TXN-4B7F5C69F26C,USR0058,1764 INR,1716352440,JAI,JAI,Clothing,DEV-D2D6F31C,ATM,Card,19561.72,success,192.95.178.242,
TXN-34E36B53EA7D,USR0052,3104.130000000000,1714124887,pune,PUNE,Entertainment,DEV-38A2F6A1,web,Wallet,95720.19,success,192.66.108.27,
TXN-148E5ED8BA65,USR0050,1415.900000,24-Jan-2024,Bang...,Bangalore,Electronics,NEW-976656D4,ATM,NetBanking,125193.4,success,999.168.1.1,
TXN-4639ED39BED3,USR0052,5134.41,202401031738,pune,PNQ,Travel,DEV-38A2F6A1,mobile,UPI,118055.1,success,192.202.141.48,
TXN-625A2131EA28,USR0029,1778.43,"March 04, 2024 04:42 PM",MAA,che,Clothing,DEV-F92C0856,ATM,UPI,362.65,pending,192.110.250.37,
TXN-3C34B1C9204E,USR0024,6660.600000,20240504103010,DELHI,De...,Entertainment,NEW-2E20BA3D,ATM,NetBanking,162329.35,success,192.14.66.196,
TXN-E928A85B65AB,USR0024,6542.47,20-Mar-2024,New Delhi,AMD,Fuel,DEV-D11B943B,ATM,Wallet,,failed,192.94.142.245,
TXN-76AA028CC283,USR0002,2851.6500000000000909,"January 18, 2024 09:22 AM",AHMEDABAD,ahmedabad,Healthcare,DEV-646E193D,web,Card,10883.3,success,192.121.116.173,
TXN-C58DA0CFE16D,USR0068,4742.13,21/02/2024 17:14:00,HYD,HYD,Grocery,DEV-789650F5,mobile,UPI,109286.37,success,192.233.234.242,
TXN-2948080D7F57,USR0041,4935.8999999999996362,1712178794,DEL,DELHI,Travel,DEV-9FF0CC43,web,UPI,145756.69,failed,192.6.244.187,
TXN-FD9446D6D04D,USR0034,925.32,1708259732,Delhi,DEL,Education,DEV-CA19D20B,web,Wallet,67389.98,success,not_an_ip,
TXN-65BA60BF857D,USR0080,,1717430551,Hyderabad,HYDERABAD,Clothing,DEV-4517D965,mobile,UPI,67305.02,success,192.211.227.32,
TXN-4C8EEB44138F,USR0044,11912.630000,2024-01-06T03:04:26.487237,Bengaluru,Bengaluru,Healthcare,DEV-1245DE29,ATM,,30886.34,success,192.137.124.202,
TXN-5D56D2C45172,USR0052,2429.41,1718031367,pune,PNQ,Travel,DEV-38A2F6A1,web,Card,113273.06,success,192.249.247.39,
TXN-4A58EBB1A67B,USR0073,5200.23,2024-05-15T23:20:33.872662,Bengaluru,Bengaluru,Food & Dining,DEV-EA16BFF2,mobile,UPI,138946.8,success,192.168..1,
TXN-AC4FBC31600B,USR0053,₹5318,14/04/2024 09:27:12,delhi,delhi,Education,CNP-DBC5E006,web,,164886.66,success,192.17.127.160,
TXN-2C7AFA2B17B5,USR0017,406.820000,1712863134,LKO,LKO,Grocery,CNP-BB1C7B92,web,UPI,674.67,success,192.1.29.243,
TXN-ACCFE5A77D9A,USR0017,1762.440000,"March 03, 2024 12:37 AM",LUCKNOW,lucknow,Electronics,DEV-16252DB5,ATM,UPI,810.3,success,192.246.237.88,
TXN-E9E1713C04DE,USR0045,5838.88,"June 19, 2024 01:37 PM",JAIPUR,Jaipur,Electronics,DEV-C4FFE174,web,Wallet,91323.33,success,192.69.177.43,
TXN-9F20172031C4,USR0041,3133.17,1709143823,DEL,Chennai,Healthcare,DEV-9FF0CC43,ATM,Wallet,151967.38,success,192.252.56.152,
TXN-7C85B042E0A8,USR0068,5172.830000000000,24-Jan-2024,HYD,Hyderabad,Grocery,CNP-E465A145,web,Wallet,100571.57,success,192.252.115.26,
TXN-6BEB046E988A,USR0044,3209.57,202404150139,BLR,BLR,Fuel,DEV-1245DE29,web,Wallet,25470.85,pending,192.28.223.47,
TXN-18431B51AAC0,USR0052,7970.52,2024-06-29T06:56:50.608208,pune,Pune,Electronics,DEV-38A2F6A1,ATM,Card,124868.88,success,192.230.239.108,
TXN-8BE56CCA9806,USR0018,₹3265,06/06/2024 07:30:25,New Delhi,Delhi,Fuel,DEV-B70505E8,ATM,Card,123224.76,success,192.166.154.234,
TXN-71A80B7A330F,USR0049,9313.98,1704762756,Delhi,DELHI,Fuel,CNP-2DC124B0,mobile,UPI,98178.21,success,192.136.241.93,
TXN-1BDBAEBF440F,USR0079,1361.00,1719596828,hy??,HYDERABAD,Travel,NEW-D315769B,mobile,NetBanking,142952.32,success,192.64.92.7,
TXN-9351111779B6,USR0002,2691.5900000000001455,2024-06-29T11:53:02.521615,Ahmedabad,pune,Utilities,DEV-646E193D,mobile,Wallet,10654.44,success,192.172.107.239,
TXN-6AE11F99BD25,USR0026,1854.33,17-May-2024,kolkata,KOLKATA,Electronics,NEW-752260E6,mobile,UPI,191245.66,pending,192.100.208.204,
TXN-C13C1C240410,USR0054,4068.01,20240217201906,CHENNAI,Chennai,Education,DEV-6BB77D17,web,Card,102918.61,success,192.146.103.116,
TXN-61BA2223A071,USR0049,2385.2699999999999818,29/06/2024 20:06:27,DEL,New Delhi,Utilities,DEV-E13F76DD,mobile,UPI,99530.53,success,192.72.178.94,
TXN-29A1ED51F150,USR0024,2480.930000000000,"April 02, 2024 10:38 PM",d...,de,Clothing,NEW-2E20BA3D,web,NetBanking,153394.81,pending,192.76.40.12,
TXN-C17C11232870,USR0056,1696.2699999999999818,20240214222237,Bang...,MUMBAI,Utilities,NEW-B7182D70,web,Wallet,122692.49,failed,192.57.171.104,
TXN-8CDD099F4A43,USR0024,1678106.56,"June 21, 2024 08:35 PM",DELHI,delhi,Utilities,NEW-2E20BA3D,mobile,Card,172514.88,success,192.195.11.63,
TXN-AED9495FBC7D,USR0068,2956.55,"May 19, 2024 12:03 PM",HYDERABAD,HYD,Grocery,DEV-9FCE613B,mobile,NetBanking,98822.12,success,192.148.234.199,
TXN-EED4B3F7DAC1,USR0072,591.660000,20240620061614,MUM,CCU,Electronics,DEV-F358DD35,mobile,UPI,89338.76,success,192.238.111.254,
TXN-D0673B5FEE28,USR0080,0.0,24-Feb-2024,HYDERABAD,CHENNAI,Fuel,DEV-4517D965,mobile,Wallet,57261.03,success,192.31.27.8,
TXN-F9C8A47F48C2,USR0052,3125.40,202404130730,Pune,PUNE,Grocery,DEV-38A2F6A1,web,Card,117309.55,failed,192.33.204.104,
TXN-8B0E0AE8451B,USR0053,325.2699999999999818,1707806906,DELHI,delhi,Education,DEV-40DCD172,web,Card,181283.41,success,192.17.144.86,
TXN-15FC3E640BB4,USR0025,2554.180000,"January 12, 2024 01:08 PM",Ahmedabad,AHMEDABAD,Fuel,DEV-63FAE5B7,ATM,UPI,11578.5,success,192.39.143.69,
TXN-2323F884EF4E,USR0036,₹2204,202405110245,pune,Jaipur,Travel,DEV-E85F5307,ATM,UPI,,success,not_an_ip,
TXN-EE6464134AF7,USR0024,4599.1700000000000728,20240415100539,pune,Delhi,Education,NEW-2E20BA3D,mobile,Card,188451.69,success,192.143.111.191,7.78
TXN-0FBDC8F02562,USR0024,10463.12,202401200048,Delhi,Jaipur,Travel,DEV-D11B943B,ATM,NetBanking,191245.66,success,192.168..1,
TXN-D6E780E2906A,USR0062,5875.410000,22/01/2024 18:17:19,MAA,MAA,Electronics,DEV-361D839C,ATM,Card,113268.83,pending,192.18.131.227,
TXN-C13F05EF88E3,USR0024,₹889,"March 23, 2024 12:44 AM",DELHI,DEL,Entertainment,DEV-D11B943B,mobile,UPI,161631.42,success,192.172.128.238,
TXN-F6CED7E472F2,USR0055,7.78,202406131747,Madras,Chennai,Clothing,DEV-A1809503,mobile,Wallet,191245.66,success,192.75.110.17,
TXN-F3D0FB7F8A93,USR0052,10114.730000000000,20240609051229,pune,PNQ,Travel,DEV-38A2F6A1,mobile,Card,94146.61,success,192.78.222.35,
TXN-EB9831DD46DC,USR0062,1705.9800000000000182,202402010549,Chennai,MAA,Ut...,DEV-C3CC0CC4,ATM,Card,111032.21,success,192.92.253.67,
TXN-281FC6833461,USR0052,₹2857,2024-02-27T08:11:54.692755,pune,PNQ,Grocery,DEV-38A2F6A1,ATM,Wallet,97412.2,success,192.93.123.156,
TXN-CDD706593E48,USR0052,9166.420000000000,202402241551,Pune,Pune,Ed...,DEV-38A2F6A1,mobile,UPI,100564.02,success,192.160.182.155,
TXN-BEF4E3F60127,USR0062,1934 INR,1712425279,Chennai,jaipur,Electronics,DEV-4C7E5A01,mobile,UPI,123512.7,success,192.198.200.118,
TXN-E2C74D08A3A1,USR0024,7320.130000000000,1704841693,New...,DELHI,Utilities,,mobile,UPI,191245.66,success,192.201.23.129,
TXN-5AAD04D9B288,USR0077,1439.43,20240414104816,PUNE,Pune,Education,CNP-0D1BE4EE,ATM,NetBanking,11414.39,success,192.255.235.49,
TXN-FB67B973E527,USR0062,295.8700000000000045,20240310085914,Chennai,Hyderabad,Clot...,DEV-361D839C,web,Wallet,97980.3,success,192.165.238.194,
TXN-2A2EA00F488F,USR0079,7965.09,1710461267,HYDERABAD,hyderabad,Fuel,CNP-6BE6D278,mobile,Card,,failed,192.96.80.53,
TXN-C240723BEE14,USR0062,,202404080609,MAA,hyd,Electronics,DEV-??,mobile,Card,97617.14,success,192.63.138.166,
TXN-FA5BBFEE7B50,USR0058,4234.36,202405290242,Ja??,jaipur,Utilities,DEV-B2DC7D4E,mobile,Wallet,18247.32,success,192.66.90.68,
TXN-23A27EB80A6A,USR0007,4463.33,2024-03-05T01:40:15.002242,Lucknow,New Delhi,Food & Dining,DEV-BD4B7258,mobile,Wallet,176373.73,pending,192.174.97.170,
TXN-72099977BAA7,USR0079,,2024-05-25T00:06:40.622473,H#,hyderabad,Utilities,NEW-D315769B,ATM,UPI,124330.0,success,192.163.108.30,
TXN-C41F98095064,USR0041,1243.430000,24/01/2024 10:22:46,Delhi,New Delhi,Travel,DEV-9FF0CC43,web,Wallet,141554.62,success,192.89.46.138,
TXN-3D29B33AD0F6,USR0061,1325.20,2024-03-30T00:00:41.782299,Bengaluru,Jaipur,Fuel,DEV-E53F18BE,web,UPI,34502.69,success,192.230.81.87,
TXN-489ED256B004,USR0062,7482.700000,1710280544,chennai,CHENNAI,Fuel,DEV-4C7E5A01,web,UPI,110995.69,success,192.153.42.116,
TXN-2864D83E19AD,USR0041,,25/04/2024 02:36:27,DELHI,DEL,Travel,DEV-9FF0CC43,web,NetBanking,154299.79,success,192.200.48.170,
TXN-104FF8B55A67,USR0056,3621.22,1711725116,Bengaluru,Bangalore,Food & Dining,NEW-B7182D70,web,Card,119920.56,success,192.251.57.176,
TXN-354AE5B766A7,USR0063,2713.6100000000001273,2024-05-23T12:48:47.750373,BOM,Delhi,Clothing,DEV-BA288F12,ATM,Wallet,145163.25,success,192.204.249.246,3557.240000
TXN-A4B81636A2D0,USR0078,9964.70,09/05/2024 07:06:50,CCU,Kolkata,Fuel,NEW-A7D69241,web,UPI,154481.36,success,192.168..1,
TXN-608D20A84B79,USR0039,5318.520000,2024-04-24T07:22:44.663475,Ahmedabad,AMD,Electronics,CNP-EABF4ADD,ATM,Card,683.0,success,192.126.55.35,
TXN-E56C7180FFFC,USR0070,2039.1400000000001000,"March 08, 2024 11:23 AM",HYD,Singapore,Food & Dining,DEV-FBB49AE0,ATM,Wallet,71625.08,success,192.122.94.250,
TXN-15E22F739DB0,USR0017,969.92,18/01/2024 19:35:41,LKO,LKO,Fuel,CNP-444CACF9,web,Card,728.61,success,192.143.158.237,
TXN-F87B170DE2DF,USR0073,₹4771,"April 07, 2024 10:21 PM",Bangalore,Bengaluru,Food & Dining,DEV-EA16BFF2,web,UPI,178776.99,success,192.193.200.122,
TXN-FCB457D49787,USR0024,1423 INR,2024-05-16T14:08:27.975925,delhi,DELHI,Fuel,NEW-2E20BA3D,ATM,UPI,159836.84,success,192.208.205.13,
TXN-356CE056EADF,USR0055,1157 INR,1705385665,Chen??,ahmedabad,Grocery,DEV-A1809503,mobile,Wallet,,failed,192.64.54.155,
TXN-CE68651FE1D8,USR0068,8540.710000,"January 11, 2024 04:04 AM",Hyderabad,De...,Food & Dining,DEV-9FCE613B,mobile,Card,106352.72,pending,192.223.248.30,
TXN-C74D5CEA8484,USR0052,5990.470000000000,"June 02, 2024 01:48 PM",PUNE,PNQ,Grocery,DEV-38A2F6A1,ATM,NetBanking,112596.59,success,192.80.73.32,
TXN-047AF4027A48,USR0054,4058.42,"April 07, 2024 11:18 PM",che,Chennai,Fuel,DEV-6BB77D17,mobile,UPI,93236.25,success,192.131.156.95,
TXN-95872CF7374C,USR0080,1106.86,1709481323,HYDERAB,CCU,Education,DEV-3B2EDBA5,mobile,NetBanking,67859.12,success,192.94.173.239,
TXN-EF65F0EB91B3,USR0077,12474.14,1719043249,PUNE,LKO,Electro...,NEW-A14ED10D,ATM,NetBanking,10350.14,success,192.30.176.178,
TXN-4271F36F9BC6,USR0062,6789.2399999999997817,20240109115800,Chennai,Bombay,Healthcare,DEV-4C7E5A01,ATM,Card,109536.89,success,192.142.217.242,
TXN-20626BCB1535,USR0068,2337.810000,03-Jan-2024,hyderabad,PUNE,Healthcare,,mobile,Wallet,91297.2,success,192.168..1,
TXN-A1E3F5D8CEF0,USR0041,1973 INR,14/01/2024 00:48:09,Del,DELHI,Travel,DEV-9FF0CC43,mobile,NetBanking,144823.02,success,192.36.65.66,
TXN-7122C0C53E8F,USR0034,3174.140000000000,"June 25, 2024 06:15 PM",DEL,New Delhi,Grocery,DEV-CA19D20B,ATM,Card,71928.69,success,192.187.200.179,
TXN-4857C3B1A77E,USR0058,2032.99,21/06/2024 10:53:19,Jaipur,Jaipur,Travel,DEV-C05DC319,mobile,UPI,15865.97,success,192.74.143.70,
TXN-27DB0C9A7F0D,USR0044,17491.72,"May 07, 2024 12:06 PM",Bangalore,Bengaluru,Fuel,NEW-BA7AD2AB,ATM,NetBanking,28626.69,success,192.221.10.205,
TXN-DD5197DDC48C,USR0062,,"February 07, 2024 02:07 PM",Chenna#,delhi,Fuel,DEV-4C7E5A01,ATM,UPI,95235.72,success,192.137.115.227,
TXN-00B4F7AF1046,USR0015,2189.83,2024-04-26T10:52:58.939440,Calcutta,Calcutta,Clothing,CNP-77536243,mobile,NetBanking,70794.43,success,192.140.30.11,
TXN-03E02CD6E75D,USR0011,1268.63,01/03/2024 01:25:19,BOM,JAIP,Food & Dining,CNP-2B8B2690,web,NetBanking,31302.29,success,192.143.133.225,
TXN-A0049C5D5828,USR0055,10622.530000000001,2024-01-31T09:42:19.891538,CHENNAI,Madras,Electronics,DEV-A1809503,mobile,Card,191245.66,success,192.98.55.186,
TXN-249F6BE78DA2,USR0062,1890.79,20240524114029,MAA,pune,Electronics,DEV-C3CC0CC4,ATM,Wallet,112629.83,success,192.39.150.68,
TXN-CB29D3AAD832,USR0025,5592.290000000000,12/05/2024 00:34:07,AHMEDABAD,Ahmedabad,Grocery,,mobile,,12802.07,success,192.224.160.149,
TXN-0960C216655E,USR0037,5116.93,28-May-2024,Kolkata,kolkata,Electronics,NEW-CE49D344,web,Wallet,870.9,success,192.229.162.77,
TXN-BF163AFE2312,USR0043,2844.52,2024-03-05T04:11:39.970699,JAIP,jai,El#,DEV-A2DABDBC,ATM,NetBanking,116761.83,pending,999.168.1.1,
TXN-42DFC4C29C9B,USR0054,1368.6800000000000637,2024-06-11T00:53:42.614223,Chennai,Madras,Entertainment,,ATM,NetBanking,,success,192.196.234.34,
TXN-92BDB3777703,USR0017,,202403270100,LUCKNOW,L,Electronics,CNP-BB1C7B92,mobile,UPI,676.37,success,192.230.198.237,
TXN-37F73F4E2CFB,USR0062,2868.240000000000,2024-02-16T11:43:25.452381,Chennai,chennai,Education,DEV-4C7E5A01,ATM,Card,100144.08,success,192.198.22.187,
TXN-2253F4880ED3,USR0055,1169.24,2024-04-13T01:41:27.850791,MAA,CHENNAI,Grocery,DEV-A1809503,mobile,Wallet,176632.25,success,192.50.33.135,
TXN-A4A1398E9D3C,USR0025,2924.93,1709991391,AHMEDABAD,AMD,Fuel,DEV-1D2C9392,mobile,Wallet,10877.56,success,,
TXN-D5513490E8F4,USR0058,0.0,12-Apr-2024,JAIPUR,JAIP,Utilities,DEV-C05DC319,web,Wallet,20749.31,success,192.129.193.48,
TXN-6B286306EA91,USR0055,11780.77,2024-06-04T17:47:37.290847,Madras,Chennai,Electronics,DEV-A1809503,web,Wallet,174781.82,success,192.44.72.208,
TXN-3791A6BBD869,USR0039,1248.530000000000,31/01/2024 03:37:49,ahmedabad,ahmedabad,Utilities,CNP-EABF4ADD,mobile,UPI,662.4,success,192.42.161.151,
TXN-DDFAD4ACDCCD,USR0052,2439.71,1713679620,PUNE,pune,Grocery,DEV-38A2F6A1,web,Card,118601.91,pending,192.112.112.43,
TXN-D5567057CC1F,USR0025,1958.93,2024-02-16T13:37:49.728506,Ahmedabad,AME,Travel,DEV-63FAE5B7,ATM,Card,11096.91,success,192.182.225.89,
TXN-FB39D56D905F,USR0011,1.0,1717016290,mumbai,mUMBAI,Electronics,CNP-2B8B2690,ATM,UPI,32588.58,failed,962.62.921.907,
TXN-16CD49F56A2A,USR0062,1.0,2024-05-31T09:21:57.515107,CHENNAI,Chennai,Electronics,DEV-??,ATM,UPI,101369.4,success,192.220.2.159,
TXN-FC631D80CD9A,USR0017,1418.10,1713691791,BOM,LKO,Healthcare,DEV-16252DB5,mobile,NetBanking,651.11,success,192.248.241.82,
TXN-FD81B691F8A2,USR0034,770.0000000000000000,"June 08, 2024 04:26 PM",Delhi,Delhi,Grocery,DEV-CA19D20B,mobile,UPI,63766.91,success,905.971.669.999,
TXN-2B632E99B737,USR0037,943.270000000000,20240406153701,kolkata,JAI,Clothing,NEW-CE49D344,ATM,NetBanking,760.02,success,192.148.141.20,
TXN-87C061D75161,USR0056,0.01,"January 11, 2024 12:08 AM",Bangalore,BENGALURU,Food & Dining,NEW-B7182D70,ATM,NetBanking,134945.96,success,192.53.128.241,
TXN-0FCC2929C49B,USR0024,11346.9699999999993452,14-Jan-2024,De...,Hyderabad,Education,NEW-2E20BA3D,ATM,UPI,173306.09,success,192.136.211.15,
TXN-78AC4D6AC7A6,USR0024,3936.630000,20240504011747,DELHI,DEL,Food & Dining,NEW-2E20BA3D,web,UPI,191245.66,success,192.72.18.147,
TXN-265839C5E219,USR0044,3140.0599999999999454,2024-03-18T07:25:00.992237,bangalore,Bang...,Education,DEV-1245DE29,ATM,Wallet,30770.97,success,192.20.11.21,
TXN-958C4E754FDB,USR0052,8756.13,20240409000014,PNQ,PNQ,Education,DEV-38A2F6A1,web,UPI,116320.48,success,192.4.102.179,
TXN-6807D3B4E092,USR0036,4051.650000000000,1716137418,pune,Pune,Travel,DEV-E85F5307,web,NetBanking,62190.84,success,192.177.116.191,
TXN-CC415204F061,USR0056,0.0,1715978024,Bengaluru,Bangalore,Clothing,CNP-E010CAF3,web,UPI,117484.34,success,192.216.97.92,
TXN-B428EA8E67B7,USR0015,2041.79,2024-01-21T12:46:58.636516,Cal...,Calcutta,Clothing,CNP-77536243,web,UPI,89882.69,failed,192.6.217.130,
TXN-2F016FA9C280,USR0062,₹1790,1704914113,Madras,CHENNAI,Travel,DEV-4C7E5A01,web,Card,121131.1,success,192.59.233.214,
TXN-0D9A907CE367,USR0024,1044.300000,2024-03-06T07:58:26.877461,delhi,delhi,Education,,ATM,Card,172990.12,success,192.79.219.193,
TXN-F574EC56633D,USR0048,1842.9600000000000364,20240128165924,ahmedabad,Bang...,Grocery,DEV-D1BDDD59,web,Card,59674.32,success,192.98.122.136,
TXN-8C53BC71F92E,USR0052,2381.73,20240522030440,Pune,PNQ,Fuel,DEV-38A2F6A1,web,,100299.31,success,192.10.110.116,
TXN-B32D9C6B7DD3,USR0078,3927.57,1706280478,kolkata,Kolkata,Travel,NEW-A7D69241,web,Card,150180.91,success,,
TXN-2F374158902B,USR0041,2894.57,1704784090,DEL,DEL,Utilities,DEV-9FF0CC43,mobile,NetBanking,158342.27,pending,192.102.156.194,
TXN-100244E555C8,USR0052,₹2225,1719438064,Pune,lucknow,Fuel,DEV-38A2F6A1,web,UPI,102006.93,success,192.197.205.115,
TXN-B9A1F828FDBC,USR0056,1437.50,08-Jun-2024,bl#,Bangalore,Utilities,CNP-5D847891,ATM,UPI,108506.24,success,192.32.184.33,
TXN-80BE5D302563,USR0022,4102.29,202402230708,Chennai,Madras,Food & Dining,DEV-BA712A6E,ATM,Wallet,28321.08,failed,192.153.61.44,
TXN-0314E1F4AAFA,USR0072,2001.770000,21/01/2024 02:57:44,Bombay,Mumbai,Grocery,DEV-52E00CC1,mobile,UPI,114239.72,failed,not_an_ip,
TXN-7D0CFED2BA23,USR0041,1.0,1707076375,New Delhi,CHENNAI,Education,DEV-9FF0CC43,ATM,NetBanking,158653.55,success,192.88.213.6,645.090000000000
TXN-00755D8EA642,USR0073,3901.580000,"April 20, 2024 03:48 PM",BENGALURU,HYD,Grocery,DEV-EA16BFF2,web,Card,170407.6,success,192.218.209.225,
TXN-AB8A601013C1,USR0058,5418.24,20240620084659,Jaipur,JAI,Utilities,DEV-DE2E2114,web,Card,20945.94,success,192.169.159.160,
TXN-39B41669E6F3,USR0005,,1705742300,Kolkata,KOLKATA,Fue...,DEV-F759F1FE,mobile,Wallet,27476.78,pending,192.33.118.142,
TXN-3AD7BFD6E88A,USR0024,4893.31,1711556745,Delhi,DELHI,Entertainment,DEV-D11B943B,mobile,Card,188742.25,success,192.201.56.248,
TXN-B793562ACA7B,USR0062,,1708642257,Chennai,MAA,Healthcare,DEV-C3CC0CC4,mobile,,110806.93,failed,192.4.162.144,
TXN-F36DF4AA34DB,USR0030,2546.880000000000,20-Jan-2024,Lucknow,lucknow,Electronics,DEV-FD12373E,web,NetBanking,64239.9,success,,
TXN-7F9ABA9578E6,USR0011,6199.69,18/03/2024 07:43:36,BOM,London,Electronics,CNP-2B8B2690,ATM,UPI,34493.08,success,192.205.207.151,
TXN-9F167C9C65B3,USR0040,1076.6800000000000637,10/01/2024 14:09:45,PNQ,Pune,Grocery,CNP-6788046F,web,UPI,77389.34,success,192.168..1,
TXN-4D5CA2A6D2FA,USR0080,0.0,"February 04, 2024 12:30 PM",HYDERABAD,HYD,Fuel,DEV-4517D965,ATM,NetBanking,70011.31,success,192.45.16.141,
TXN-48815E9116E0,USR0024,2553.66,1704457886,De...,delhi,Grocery,NEW-2E20BA3D,ATM,UPI,182521.29,success,192.151.32.128,
TXN-078B312D4DB8,USR0058,6830.27,2024-03-14T13:16:23.539385,JAI,Jaipur,Healthcare,DEV-C05DC319,ATM,UPI,16886.13,success,192.81.250.163,
TXN-CC8BF6CEE75E,USR0043,592.060000,1717963125,Jaip,jaipur,Electronics,DEV-7036B5AB,mobile,UPI,94727.11,success,192.168..1,
